timestamp,i_sc,v_oc,i_mp,v_mp,p_mp,i_x,i_xx
2022-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 01:00:00,1.6543612251060553e-24,0.0,1.6543612251060553e-24,0.0,0.0,1.6543612251060553e-24,1.6543612251060553e-24
2022-01-01 02:00:00,1.6543612251060553e-24,0.0,1.6543612251060553e-24,0.0,0.0,1.6543612251060553e-24,1.6543612251060553e-24
2022-01-01 03:00:00,-8.271806125530277e-25,0.0,-8.271806125530277e-25,0.0,-0.0,-8.271806125530277e-25,-8.271806125530277e-25
2022-01-01 04:00:00,-8.271806125530277e-25,0.0,-8.271806125530277e-25,0.0,-0.0,-8.271806125530277e-25,-8.271806125530277e-25
2022-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 07:00:00,0.07893782650410285,21.435184689692505,0.07323371893887555,17.842315280609085,1.3066591024789302,0.07872617995879952,0.05768072915315063
2022-01-01 08:00:00,0.4398769504170836,22.662854637522287,0.4081713400805618,18.65082760352643,7.612733296542915,0.43866622126716015,0.3137317941423036
2022-01-01 09:00:00,0.7545199943726459,22.49150785065467,0.6972644101846333,18.198041430935067,12.68884662485646,0.7523689515772982,0.522029584957693
2022-01-01 10:00:00,0.8327993410491805,22.523297792007725,0.7691435586084172,18.16087435091935,13.968319525706438,0.8304021926522904,0.5725598675207073
2022-01-01 11:00:00,0.8924453800341862,22.521933636639005,0.8237483502634662,18.108109094599296,14.916524993067037,0.889854337673415,0.6104654891421611
2022-01-01 12:00:00,0.7809954488484167,22.645868572620202,0.7221294298595594,18.325461352607924,13.23335495847215,0.7787708936875815,0.5401672257638418
2022-01-01 13:00:00,0.4818280284055503,22.689194610971754,0.44695246231838676,18.637195279746237,8.329940320991195,0.4804975849713733,0.3424206885553401
2022-01-01 14:00:00,0.2859412046979678,22.40993335105668,0.2654985843857264,18.553578379110352,4.925948794943418,0.28516293793001535,0.20638813134051553
2022-01-01 15:00:00,0.05186624027251236,20.81634792013847,0.0480173973850382,17.282962050607317,0.8298828567745462,0.051726944097770615,0.037775392070446105
2022-01-01 16:00:00,-8.271806125530277e-25,0.0,-8.271806125530277e-25,0.0,-0.0,-8.271806125530277e-25,-8.271806125530277e-25
2022-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 20:00:00,8.271806125530277e-25,0.0,8.271806125530277e-25,0.0,0.0,8.271806125530277e-25,8.271806125530277e-25
2022-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 22:00:00,-8.271806125530277e-25,0.0,-8.271806125530277e-25,0.0,-0.0,-8.271806125530277e-25,-8.271806125530277e-25
2022-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 01:00:00,-1.6543612251060553e-24,0.0,-1.6543612251060553e-24,0.0,-0.0,-1.6543612251060553e-24,-1.6543612251060553e-24
2022-01-02 02:00:00,-1.6543612251060553e-24,0.0,-1.6543612251060553e-24,0.0,-0.0,-1.6543612251060553e-24,-1.6543612251060553e-24
2022-01-02 03:00:00,-1.6543612251060553e-24,0.0,-1.6543612251060553e-24,0.0,-0.0,-1.6543612251060553e-24,-1.6543612251060553e-24
2022-01-02 04:00:00,1.6543612251060553e-24,0.0,1.6543612251060553e-24,0.0,0.0,1.6543612251060553e-24,1.6543612251060553e-24
2022-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 07:00:00,0.034679483875524685,19.486723044779865,0.03190144573124605,16.025413362271493,0.5112338546972893,0.03458170680171122,0.02490227058382913
2022-01-02 08:00:00,0.37641439238696794,21.526703332857323,0.3475232581754763,17.600157787999972,6.116464178888235,0.37536543234179504,0.266286883130322
2022-01-02 09:00:00,0.4883082202304574,21.430418758288397,0.4499574610826654,17.40214202673276,7.830223643748622,0.4869130853019448,0.34130828260467955
2022-01-02 10:00:00,0.49599647814453096,21.508021520353395,0.45719752979055683,17.470581322545254,7.987506624672729,0.49458321319569104,0.34678892918142523
2022-01-02 11:00:00,0.5588531923691616,21.56019667759665,0.5149061869086763,17.464507651306768,8.99258304097177,0.5572462150077989,0.3887261948822138
2022-01-02 12:00:00,0.5751636882495645,21.328083642875754,0.5291332200223483,17.224608212212328,9.114112406951293,0.5734796036793919,0.39822343050620534
2022-01-02 13:00:00,0.4313448551198893,21.420889167577116,0.3977270322369883,17.445348888694774,6.938486839839414,0.4301253025282382,0.30309725568981427
2022-01-02 14:00:00,0.244948693392362,21.248610074841054,0.22623662345118606,17.459478352226647,3.9499734296268345,0.24427458247414494,0.17499712354104047
2022-01-02 15:00:00,0.04955013065212375,19.843379120019563,0.045634702371506596,16.339856233564603,0.7456644760119274,0.049412224343640426,0.0356418711160292
2022-01-02 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 19:00:00,-3.308722450212111e-24,0.0,-3.308722450212111e-24,0.0,-0.0,-3.308722450212111e-24,-3.308722450212111e-24
2022-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 21:00:00,-3.308722450212111e-24,0.0,-3.308722450212111e-24,0.0,-0.0,-3.308722450212111e-24,-3.308722450212111e-24
2022-01-02 22:00:00,3.308722450212111e-24,0.0,3.308722450212111e-24,0.0,0.0,3.308722450212111e-24,3.308722450212111e-24
2022-01-02 23:00:00,-3.308722450212111e-24,0.0,-3.308722450212111e-24,0.0,-0.0,-3.308722450212111e-24,-3.308722450212111e-24
2022-01-03 00:00:00,-8.271806125530277e-25,0.0,-8.271806125530277e-25,0.0,-0.0,-8.271806125530277e-25,-8.271806125530277e-25
2022-01-03 01:00:00,8.271806125530277e-25,0.0,8.271806125530277e-25,0.0,0.0,8.271806125530277e-25,8.271806125530277e-25
2022-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 04:00:00,-1.6543612251060553e-24,0.0,-1.6543612251060553e-24,0.0,-0.0,-1.6543612251060553e-24,-1.6543612251060553e-24
2022-01-03 05:00:00,-8.271806125530277e-25,0.0,-8.271806125530277e-25,0.0,-0.0,-8.271806125530277e-25,-8.271806125530277e-25
2022-01-03 06:00:00,0.0010079826943440512,16.003007811466887,0.0009128043662228834,12.883081124952579,0.011759732701260331,0.0010039861112122294,0.0007002327468900514
2022-01-03 07:00:00,0.0751550059988126,21.432162266404703,0.06973173894953598,17.845297820355633,1.2443836490857625,0.07495354502822182,0.05494611241417277
2022-01-03 08:00:00,0.45379821264768544,22.485854173592088,0.4206592012180362,18.464152751851834,7.767115747761797,0.4525472150239301,0.32254291773794996
2022-01-03 09:00:00,0.4652461635579115,22.546361214372155,0.4313457413220639,18.51269406153076,7.985371743839555,0.4639627299312877,0.3305707814222072
2022-01-03 10:00:00,0.5932111077075629,22.40951674277312,0.5488575652960397,18.261245833015053,10.022822927181092,0.5915502812792848,0.41587856058385886
2022-01-03 11:00:00,0.7082929614943491,22.21003149729131,0.6538669593469479,17.96425464085516,11.746232558950261,0.7062673550353616,0.4902569580824361
2022-01-03 12:00:00,0.6893627539463228,22.06204369740408,0.6360054557303929,17.836806315863477,11.344306129695502,0.6873849825312107,0.4770348716397567
2022-01-03 13:00:00,0.5595322653966073,22.00606103226255,0.5167883395994128,17.897876293576665,9.249413772113178,0.5579553818590722,0.3914549764141131
2022-01-03 14:00:00,0.396236895505761,21.910980090719022,0.3664776250165931,17.956206322827096,6.5805478474976065,0.39514239694760606,0.28115440082562393
2022-01-03 15:00:00,0.12327229478790126,21.383484100759233,0.11419822036625395,17.729585815950912,2.0246871480123727,0.12294032944945842,0.08947053576020744
2022-01-03 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 18:00:00,-1.6543612251060553e-24,0.0,-1.6543612251060553e-24,0.0,-0.0,-1.6543612251060553e-24,-1.6543612251060553e-24
2022-01-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-03 23:00:00,8.271806125530277e-25,0.0,8.271806125530277e-25,0.0,0.0,8.271806125530277e-25,8.271806125530277e-25
2022-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 01:00:00,4.1359030627651384e-25,0.0,4.1359030627651384e-25,0.0,0.0,4.1359030627651384e-25,4.1359030627651384e-25
2022-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 03:00:00,-4.1359030627651384e-25,0.0,-4.1359030627651384e-25,0.0,-0.0,-4.1359030627651384e-25,-4.1359030627651384e-25
2022-01-04 04:00:00,-2.0679515313825692e-25,0.0,-2.0679515313825692e-25,0.0,-0.0,-2.0679515313825692e-25,-2.0679515313825692e-25
2022-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 06:00:00,-2.0679515313825692e-25,0.0,-2.0679515313825692e-25,0.0,-0.0,-2.0679515313825692e-25,-2.0679515313825692e-25
2022-01-04 07:00:00,0.11462230475985202,22.432053906580222,0.10673991884643068,18.770597616018296,2.003572066232798,0.11431128402950153,0.08434346567997227
2022-01-04 08:00:00,0.5241593665597523,21.313061072519304,0.4824625689350895,17.255653992402717,8.325207153829648,0.5226399618451955,0.3645588410774394
2022-01-04 09:00:00,0.7141191626379099,20.956970310371617,0.6544378685837757,16.74444280872779,10.958197462366746,0.7118814425196347,0.4857092665410553
2022-01-04 10:00:00,0.8221532914211779,20.95241366589653,0.7524708718700497,16.648325268629137,12.527379830061545,0.8194944053525827,0.5538236663190488
2022-01-04 11:00:00,0.8298110306006504,21.102272321674718,0.7601305971359644,16.78624346645005,12.759737269822358,0.8271680684322997,0.5598110053694956
2022-01-04 12:00:00,0.46065147761138076,21.600795772118545,0.4250158114577052,17.593286056408942,7.477424749472177,0.4593531200830764,0.3235503735380607
2022-01-04 13:00:00,0.455073188772873,21.776230854976347,0.4202958002129894,17.769386901235762,7.468398686949096,0.4538005805803811,0.32053325850341713
2022-01-04 14:00:00,0.2056806906216043,22.306432576908264,0.1911037340847272,18.537180527572097,3.542524418221721,0.2051235850436801,0.1495274456893958
2022-01-04 15:00:00,0.1474096316488684,22.342687082044904,0.13712392860249475,18.640551077240335,2.5560655950266606,0.14701066200021282,0.1079213541207312
2022-01-04 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 17:00:00,8.271806125530277e-25,0.0,8.271806125530277e-25,0.0,0.0,8.271806125530277e-25,8.271806125530277e-25
2022-01-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 19:00:00,-2.0679515313825692e-25,0.0,-2.0679515313825692e-25,0.0,-0.0,-2.0679515313825692e-25,-2.0679515313825692e-25
2022-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-05 00:00:00,-4.1359030627651384e-25,0.0,-4.1359030627651384e-25,0.0,-0.0,-4.1359030627651384e-25,-4.1359030627651384e-25
2022-01-05 01:00:00,-4.1359030627651384e-25,0.0,-4.1359030627651384e-25,0.0,-0.0,-4.1359030627651384e-25,-4.1359030627651384e-25
2022-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-05 03:00:00,-4.1359030627651384e-25,0.0,-4.1359030627651384e-25,0.0,-0.0,-4.1359030627651384e-25,-4.1359030627651384e-25
2022-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-05 06:00:00,0.004810420033134408,18.693150264343785,0.0044240284586289065,15.384308982775174,0.0680606207561377,0.004796809735099323,0.003459950226546586
2022-01-05 07:00:00,0.22910490527831742,22.639098441848546,0.21312265975709535,18.838683143350305,4.014950257831975,0.22848115717245698,0.1667931252274412
2022-01-05 08:00:00,0.47999851610053296,22.038601076610576,0.44380278347729224,18.0022819348709,7.98946283163868,0.4786621191007296,0.33843325663772883
