,temperature_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (m/s),wind_speed_100m (m/s),shortwave_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),Mese
0,9.145088949799538,54.89080059528351,1010.5980819046496,6.096423369646073,12.121528158187866,0.0,0.0,0.0,January
1,8.930146956443787,54.50739124417305,1011.6016015052794,6.408884251117707,13.115838079452514,0.0,0.0,0.0,January
2,8.913542003929615,53.657764077186584,1010.8931592464446,5.842999261617661,12.839168910980224,0.0,0.0,0.0,January
3,8.840526753664017,52.1205572783947,1010.8234680950641,5.436875230073929,12.710586595535277,0.0,0.0,0.0,January
4,9.039216415584088,51.35206148028374,1010.715712893009,7.682229566574097,15.223904924392698,0.0,0.0,0.0,January
5,8.982937054336071,44.261599361896515,1010.5346088409423,9.127389603853226,15.229770917892456,0.0,0.0,0.0,January
6,8.725640991330147,44.427186608314514,1010.4139317691324,8.81315193772316,14.469294872283935,0.0,0.0,0.0,January
7,8.781909981369973,47.06745994091034,1011.9197883069514,11.389375495910645,15.585657205581665,0.0,36.06393053233624,107.13926815986633,January
8,9.526443460583687,41.32391855120659,1012.223533195257,11.753147506713868,15.669119853973388,70.84285079687834,213.132576996088,275.43683103322985,January
9,9.701570385694504,39.82856494188309,1013.0738222062587,10.448709523677827,14.491542406082152,326.85410358309747,261.0894224345684,499.5544745445252,January
10,9.871035927534104,31.98189954459667,1013.0904377520083,11.517403292655946,15.622263975143431,376.6716522216797,269.69033403396605,520.7504895210267,January
11,9.954200053215027,25.50811523199081,1012.0455471813677,12.048251223564149,16.030647192001343,411.5169612765312,267.38899102807045,568.7127038717271,January
12,10.003976666927338,27.036153040826317,1010.1230847656725,12.764015269279481,16.14331423282623,395.5952318072319,214.1927598595619,566.0836893320084,January
13,9.733489075303078,29.439339309930798,1009.2749933719633,12.464668548107149,15.988185348510742,283.0353203773499,95.88602145016193,498.94680657386783,January
14,9.365382486581803,30.76246654987335,1008.9349293351172,10.138842535018922,15.237780423164367,135.41118988394737,39.034607639908785,461.4548303842545,January
15,9.234815457463265,32.926534935832024,1009.1311978459357,7.106122922897339,14.535281839370727,0.0,0.0,211.74145144224167,January
16,8.905165956914425,33.028651028871536,1010.2317663848398,7.958142590522767,13.430960516929625,0.0,0.0,0.0,January
17,8.813337334990502,29.951343327760693,1010.7909445583819,9.020270413160326,13.517014379501342,0.0,0.0,0.0,January
18,8.797878400981427,26.60357794165611,1010.5112415432928,7.835213917493821,14.267073154449461,0.0,0.0,0.0,January
19,8.533146829903126,26.472535036504265,1011.1054346859454,7.072966915369034,13.949505825042724,0.0,0.0,0.0,January
20,8.387293288111687,24.564652323722836,1011.5109145641326,5.998671841621399,12.133699111938476,0.0,0.0,0.0,January
21,8.23794853836298,26.897403657436367,1012.94840811491,5.5775316745042804,11.508420457839964,0.0,0.0,0.0,January
22,8.145686918497086,34.465948179364204,1014.1149111688136,5.176443284749985,11.04148431777954,0.0,0.0,0.0,January
23,8.128759162127972,40.03083309531212,1014.4722353458403,5.087202236056328,10.906229052543639,0.0,0.0,0.0,January
24,13.621304997801781,82.4679314494133,997.3011661231517,3.733348006010056,7.182863931655883,0.0,0.0,0.0,January
25,13.691413068771363,82.35486352443695,997.0526974558829,3.9401302754879,7.2689844036102285,0.0,0.0,0.0,January
26,13.578000018000603,81.74521195888519,996.5298834025858,3.788091769814492,7.132158904075622,0.0,0.0,0.0,January
27,13.62843261063099,81.13021743297577,995.56014354825,3.725732657313347,7.265825917720794,0.0,0.0,0.0,January
28,13.716622883081437,80.78838670253754,993.9032690286635,4.010036998987198,7.323829040527343,0.0,0.0,0.0,January
29,13.82335169017315,78.73577964305878,994.509363183379,4.11690793633461,7.9280405664443965,0.0,0.0,0.0,January
30,14.096106687188149,80.0946923494339,995.4661541849374,4.92673162817955,8.813515670299529,0.0,0.0,0.0,January
31,14.34720271229744,78.97634148597717,996.0472065955399,4.630543044209481,8.482960057258605,0.0,10.722926824539899,67.43440991044045,January
32,15.033150532841683,65.4510726928711,996.5449369311332,7.666286027431489,10.265460987091064,131.10755682885647,159.52480755150316,276.02409067153934,January
33,16.00881935060024,60.15985494852065,996.9778075754641,7.895257890224458,9.390435366630554,240.11851526498796,179.84330655634403,321.2492711544037,January
34,16.162558251619338,59.31661212444305,997.3593939870594,9.184350270032883,9.502261600494384,303.20694522857667,264.34482729434967,184.35307443141937,January
35,16.02225395441055,58.17680531740188,996.0854640245436,9.628185403347016,11.859787135124206,298.2442868918181,312.72304873466487,179.89315598011018,January
36,16.705955111980437,52.35198166966438,994.5058823734521,8.102245855331422,8.392055175304412,306.9028232753277,299.94601596593856,216.10893989801409,January
37,16.244161510467528,54.19351211190224,994.4109216213225,8.296762990951539,9.53008466720581,195.61553069204092,263.73038427829744,138.61739597320556,January
38,15.762901151180268,65.26639425754547,995.2284952163695,7.8721249341964725,9.514994912147522,73.05301702693106,171.60297987163065,71.27073530852795,January
39,14.900208497047425,74.67543649673462,994.9354296088218,6.964323449134827,9.287821974754333,9.933238891884685,35.828141185641286,27.25472876727581,January
40,15.672006586194039,68.14093166589737,993.6741606801747,9.85752468109131,12.724238243103027,0.0,0.0,0.0,January
41,15.60707893371582,59.715058445930474,994.4239993929862,9.08303382396698,13.534647302627562,0.0,0.0,0.0,January
42,15.561837130784989,61.08976256847381,994.1961607456207,7.8519469022750865,15.057596583366394,0.0,0.0,0.0,January
43,15.28582168519497,53.262389957904816,994.21688670516,8.236658728122713,15.495747642517088,0.0,0.0,0.0,January
44,16.31189457476139,49.463277995586395,993.2572205126285,10.375078999996186,16.182398653030393,0.0,0.0,0.0,January
45,15.723674649000168,48.709772169589996,992.7438032969832,10.097572898864748,16.200896406173705,0.0,0.0,0.0,January
46,15.377219253778458,51.64790070056915,992.7930000931024,9.980288088321686,16.206736192703247,0.0,0.0,0.0,January
47,15.317558878660202,49.60135394334793,992.4511431843041,9.132885932922363,15.981522226333617,0.0,0.0,0.0,January
48,9.230791428685189,70.53400897979736,1011.6093936026095,7.292132771015168,12.795707926750183,0.0,0.0,0.0,January
49,9.356852167844773,64.40770137310028,1011.1296354591846,7.90590370297432,12.541418418884277,0.0,0.0,0.0,January
50,8.300576375424862,70.71126663684845,1009.7343823313712,8.65148013830185,11.761504445075987,0.0,0.0,0.0,January
51,8.514697098731995,64.4174770116806,1008.3549052774905,7.620854246616364,12.048538470268248,0.0,0.0,0.0,January
52,9.198667907714844,54.31939077377319,1006.6440467238425,6.467735898494721,12.764109964370727,0.0,0.0,0.0,January
53,8.779117533564568,59.426884889602654,1006.8111285984514,8.058595824241639,11.795716552734374,0.0,0.0,0.0,January
54,8.575805553793908,67.19086921215057,1007.8964727163313,8.823399126529694,13.86586627960205,0.0,0.0,15.437491296231748,January
55,8.377813355624676,64.6758239865303,1009.089272224903,10.17458817958832,15.053767089843749,0.0,29.252839708328246,121.58732729554177,January
56,10.06425283253193,67.86078244447708,1009.5941725492476,10.205664533376694,15.086016950607299,152.97061295807362,166.684999358654,384.4906377673149,January
57,9.806341627240181,63.94148355722427,1010.0937512218951,10.186771035194397,14.400823702812193,181.2214947000146,167.14675349593162,330.78162136077884,January
58,10.604762607812882,63.571087777614586,1009.7445579290388,10.01986392736435,14.555956954956054,312.52860966324806,188.3851786315441,397.99853111505513,January
59,11.312095859646798,53.86942446231842,1007.9794185280798,9.61078497171402,13.776472120285034,350.71167950034146,201.01220912933348,480.5766214609146,January
60,11.677288138866425,46.133015751838684,1006.1960296094417,8.54677751660347,12.268432421684265,343.8134607553482,185.57677790522575,504.10361032485963,January
61,11.5775391548872,46.7137708067894,1005.9591816306113,6.921308237314225,10.57815382003784,222.78966496735814,204.91682487130163,383.4520774841309,January
62,11.498238304257393,53.51553001999855,1006.23450140357,5.0703752696514135,8.83147563457489,90.54221245050431,185.4989452958107,273.6283367872238,January
63,11.124484592676163,51.98716136813164,1006.099928075075,5.058954906463623,8.797104101181029,0.0,78.32025507688522,86.91788271963597,January
64,10.67420562505722,61.97883611917495,1005.6873066902159,7.305606544017793,10.059976501464844,0.0,0.0,0.0,January
